DA_540k_1vs0_GABA_annotated.tsv	6921
DA_540k_1vs0_NEFMm_annotated.tsv	13043
DA_540k_1vs0_NEFMp_annotated.tsv	20470
DA_540k_1vs0_NPC_annotated.tsv	30
DA_540k_6vs0_GABA_annotated.tsv	11061
DA_540k_6vs0_NEFMm_annotated.tsv	18806
DA_540k_6vs0_NEFMp_annotated.tsv	30253
DA_540k_6vs0_NPC_annotated.tsv	31
